Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Inactive duration (ms),Walking duration (ms),Running duration (ms)
00:00:00.000-07:00,00:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
00:15:00.000-07:00,00:30:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
00:30:00.000-07:00,00:45:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
00:45:00.000-07:00,01:00:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
01:00:00.000-07:00,01:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
01:15:00.000-07:00,01:30:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
01:30:00.000-07:00,01:45:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
01:45:00.000-07:00,02:00:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
02:00:00.000-07:00,02:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
02:15:00.000-07:00,02:30:00.000-07:00,,16.296873092651367,,,,0.9836136698722839,1.326555609703064,0.6406717300415039,,900000,,
02:30:00.000-07:00,02:45:00.000-07:00,,16.296873092651367,,,,0.7042802572250366,0.7042802572250366,0.7042802572250366,,900000,,
02:45:00.000-07:00,03:00:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
03:00:00.000-07:00,03:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
03:15:00.000-07:00,03:30:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
03:30:00.000-07:00,03:45:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
03:45:00.000-07:00,04:00:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
04:00:00.000-07:00,04:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
04:15:00.000-07:00,04:30:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
04:30:00.000-07:00,04:45:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
04:45:00.000-07:00,05:00:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
05:00:00.000-07:00,05:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
05:15:00.000-07:00,05:30:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
05:30:00.000-07:00,05:45:00.000-07:00,,16.296873092651367,,,,,,,,900000,,
05:45:00.000-07:00,06:00:00.000-07:00,,16.296873092651367,,,,,,,1,900000,,
06:00:00.000-07:00,06:15:00.000-07:00,2,13.661343180766849,97.28513526916504,,,0.5922378321130409,0.7989524006843567,0.37079885601997375,171,727289,,
06:15:00.000-07:00,06:30:00.000-07:00,2,20.825960767871923,58.05448853969574,,,0.7123897820711136,1.0843980312347412,0.34038153290748596,99,90681,76832,
06:30:00.000-07:00,06:45:00.000-07:00,,24.763564034398115,,,,,,,8,234558,143630,
06:45:00.000-07:00,07:00:00.000-07:00,3,23.43611828328579,94.46441998748764,,,0.6782440096139908,0.9126648902893066,0.4438231289386749,161,218168,121112,
07:00:00.000-07:00,07:15:00.000-07:00,9,8.284864313294442,414.8035012218477,,,0.5420418652022072,1.2392438650131226,0.26085638999938965,665,101692,83621,
07:15:00.000-07:00,07:30:00.000-07:00,9,20.871584064350824,266.9304154703855,,,0.4994395121802323,0.7387502193450928,0.2558020353317261,450,115067,243824,
07:30:00.000-07:00,07:45:00.000-07:00,9,,306.56519436545824,,,0.5001580185950113,1.220834493637085,0.24530908465385437,550,,,
07:45:00.000-07:00,08:00:00.000-07:00,7,26.909313678741455,351.8518870404782,1.0,1,0.6084053308952683,1.3232110738754272,0.3033622205257416,570,254247,289473,
08:00:00.000-07:00,08:15:00.000-07:00,9,,294.59435307065377,,,0.4879082369054718,0.8718775510787964,0.29004767537117004,521,,,
08:15:00.000-07:00,08:30:00.000-07:00,7,13.51322677731514,340.68289947509766,,,0.5574185568457714,1.3223522901535034,0.2545936107635498,567,204191,127386,
08:30:00.000-07:00,08:45:00.000-07:00,10,8.678506786188311,357.4622597570379,,,0.5671955533881151,1.0201585292816162,0.2719799280166626,601,42476,102645,
08:45:00.000-07:00,09:00:00.000-07:00,11,22.597287413386585,370.3087587539883,,,0.5732051771977016,1.3276325464248657,0.31382301449775696,597,793119,106881,
09:00:00.000-07:00,09:15:00.000-07:00,5,26.316782187262447,252.67671799066756,2.0,2,0.885145264547791,1.3249776363372803,0.39867159724235535,420,371851,254147,
09:15:00.000-07:00,09:30:00.000-07:00,8,9.834993956180227,315.7582457826855,,,0.5425730584529389,1.0073262453079224,0.29224255681037903,523,235691,72249,
09:30:00.000-07:00,09:45:00.000-07:00,12,,417.89811841981395,,,0.594540686354468,1.018224835395813,0.26888367533683777,703,,,
09:45:00.000-07:00,10:00:00.000-07:00,9,12.14903381162663,300.66987461664695,,,0.5056159188548125,0.9775257110595703,0.2510583996772766,522,131109,126856,
10:00:00.000-07:00,10:15:00.000-07:00,11,14.435362550678057,420.40878506390015,1.0,1,0.6326803000875857,1.1623573303222656,0.2719799280166626,686,36682,178717,
10:15:00.000-07:00,10:30:00.000-07:00,5,15.690320655703545,186.27313979366158,,,0.47669826153625466,0.8415529727935791,0.2922761142253876,386,,203624,
10:30:00.000-07:00,10:45:00.000-07:00,9,,465.05339415267196,,,0.6759569446555658,1.160247564315796,0.2878571152687073,758,,,
10:45:00.000-07:00,11:00:00.000-07:00,2,1.381993055343628,84.73221445083618,,,0.4116539867116315,0.5522515773773193,0.2719799280166626,188,76321,,
11:00:00.000-07:00,11:15:00.000-07:00,3,14.420369243063679,102.93395054340363,,,0.45272968536154434,0.5215591192245483,0.31382301449775696,249,471613,76316,
11:15:00.000-07:00,11:30:00.000-07:00,6,1.716640377602825,263.5935835838318,1.0,1,0.5903535556483037,1.3845683336257935,0.2510583996772766,445,94802,,
11:30:00.000-07:00,11:45:00.000-07:00,5,13.346429447907651,220.57259726524353,1.0,1,0.6599870419761708,1.3234219551086426,0.29242610931396484,396,84408,153370,
11:45:00.000-07:00,12:00:00.000-07:00,,16.296874863218243,1.2552920579910278,,,,,,12,227275,,
12:00:00.000-07:00,12:15:00.000-07:00,4,26.202547587067468,203.61875262986743,,,0.576720039863609,1.4811675548553467,0.29210472106933594,337,638936,189901,
12:15:00.000-07:00,12:30:00.000-07:00,3,8.754319190979004,122.05216212227641,,,0.5448688984740967,0.8772827386856079,0.2719799280166626,221,483460,,
12:30:00.000-07:00,12:45:00.000-07:00,5,5.530270338058472,177.45584978376007,,,0.6203746596501757,0.9243727326393127,0.3129512369632721,350,67665,55869,
12:45:00.000-07:00,13:00:00.000-07:00,1,9.721405029296875,84.18038279094058,,,0.4314477368009985,0.4835087060928345,0.3664955496788025,192,,126161,
13:00:00.000-07:00,13:15:00.000-07:00,3,17.18829379202689,137.29009717868794,,,0.3526943240526478,0.5842059850692749,0.25645798444747925,239,682193,62752,
13:15:00.000-07:00,13:30:00.000-07:00,2,2.446631567559016,111.8095598772686,,,0.4148105204510436,0.7046133875846863,0.2719799280166626,255,135116,,
13:30:00.000-07:00,13:45:00.000-07:00,10,0.27445746054349024,362.7557837963104,1.0,1,0.5694387998329711,1.3218642473220825,0.28827983140945435,571,15157,,
13:45:00.000-07:00,14:00:00.000-07:00,9,15.573813915252686,302.7693609809118,,,0.5126787345822478,0.7746198773384094,0.2922899127006531,522,517146,80585,
14:00:00.000-07:00,14:15:00.000-07:00,9,16.338179135900592,324.98833683975164,,,0.6264983000144705,1.1999425888061523,0.38343533873558044,556,214695,161579,
14:15:00.000-07:00,14:30:00.000-07:00,9,48.28490647080521,360.11018562316895,2.0,2,0.7554189224363306,1.3253825902938843,0.2870924174785614,577,357350,542650,
14:30:00.000-07:00,14:45:00.000-07:00,8,18.087886180866104,252.42683017516575,,,0.5025428676714041,0.7760862708091736,0.31382301449775696,432,210623,185243,
14:45:00.000-07:00,15:00:00.000-07:00,11,40.82359635864078,546.5901710723396,,,0.6928499474914422,1.1612164974212646,0.26479560136795044,863,67675,513891,
15:00:00.000-07:00,15:15:00.000-07:00,5,36.961477644799515,179.11650487174595,,,0.397578057750693,0.7755315899848938,0.2719799280166626,329,272943,415533,
15:15:00.000-07:00,15:30:00.000-07:00,11,13.746289087288902,384.5824816226959,,,0.5511135341437267,0.9676234126091003,0.2920933961868286,634,399104,76330,
15:30:00.000-07:00,15:45:00.000-07:00,,16.29687368799098,,,,,,,,,,
15:45:00.000-07:00,16:00:00.000-07:00,1,25.81102391057707,30.754655599594116,,,0.5088271498680115,0.5088271498680115,0.5088271498680115,96,673029,,71014
16:00:00.000-07:00,16:15:00.000-07:00,,16.296875,,,,,,,,900000,,
16:15:00.000-07:00,16:30:00.000-07:00,,16.296875,,,,,,,,900000,,
16:30:00.000-07:00,16:45:00.000-07:00,,16.296875,,,,,,,,900000,,
16:45:00.000-07:00,17:00:00.000-07:00,,16.296875,,,,,,,,900000,,
17:00:00.000-07:00,17:15:00.000-07:00,,16.296875,,,,,,,,900000,,
17:15:00.000-07:00,17:30:00.000-07:00,,16.296875,,,,,,,,900000,,
