Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Inactive duration (ms),Walking duration (ms)
00:00:00.000-07:00,00:15:00.000-07:00,3,53.74972624796416,73.43458461761475,,,0.4953458905220032,0.6768687963485718,0.31382298469543457,148,264645,635355
00:15:00.000-07:00,00:30:00.000-07:00,,16.296875,,,,,,,,900000,
00:30:00.000-07:00,00:45:00.000-07:00,,16.296875,,,,,,,,900000,
00:45:00.000-07:00,01:00:00.000-07:00,,16.296875,,,,,,,,900000,
01:00:00.000-07:00,01:15:00.000-07:00,,16.296875,,,,,,,,900000,
01:15:00.000-07:00,01:30:00.000-07:00,,16.296875,,,,,,,,900000,
01:30:00.000-07:00,01:45:00.000-07:00,,16.296875,,,,,,,,900000,
01:45:00.000-07:00,02:00:00.000-07:00,,16.296875,,,,,,,,900000,
02:00:00.000-07:00,02:15:00.000-07:00,,16.296875,,,,,,,,900000,
02:15:00.000-07:00,02:30:00.000-07:00,,16.296875,,,,,,,,900000,
02:30:00.000-07:00,02:45:00.000-07:00,,16.296875,,,,,,,,900000,
02:45:00.000-07:00,03:00:00.000-07:00,,16.296875,,,,,,,,900000,
03:00:00.000-07:00,03:15:00.000-07:00,,16.296875,,,,,,,,900000,
03:15:00.000-07:00,03:30:00.000-07:00,,16.296875,,,,,,,,900000,
03:30:00.000-07:00,03:45:00.000-07:00,,16.296875,,,,,,,,900000,
03:45:00.000-07:00,04:00:00.000-07:00,,16.296875,,,,,,,,900000,
04:00:00.000-07:00,04:15:00.000-07:00,,16.296875,,,,,,,,900000,
04:15:00.000-07:00,04:30:00.000-07:00,,16.296875,,,,,,,,900000,
04:30:00.000-07:00,04:45:00.000-07:00,,16.296875,,,,,,,,900000,
04:45:00.000-07:00,05:00:00.000-07:00,,16.296875,,,,,,,,900000,
05:00:00.000-07:00,05:15:00.000-07:00,,16.296875,,,,,,,,900000,
05:15:00.000-07:00,05:30:00.000-07:00,,16.296875,,,,,,,,900000,
05:30:00.000-07:00,05:45:00.000-07:00,,16.296875,,,,0.7739501595497131,0.7739501595497131,0.7739501595497131,,900000,
05:45:00.000-07:00,06:00:00.000-07:00,,16.296875,,,,,,,,900000,
06:00:00.000-07:00,06:15:00.000-07:00,,16.296875,,,,,,,,900000,
06:15:00.000-07:00,06:30:00.000-07:00,,16.296875,,,,,,,,900000,
06:30:00.000-07:00,06:45:00.000-07:00,,16.296875,,,,,,,,900000,
06:45:00.000-07:00,07:00:00.000-07:00,,16.296875,,,,,,,,900000,
07:00:00.000-07:00,07:15:00.000-07:00,,16.296875,,,,,,,,900000,
07:15:00.000-07:00,07:30:00.000-07:00,,16.296875,,,,,,,,900000,
