Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Inactive duration (ms),Walking duration (ms)
00:00:00.000-07:00,00:15:00.000-07:00,,16.296875,,,,,,,,900000,
00:15:00.000-07:00,00:30:00.000-07:00,,16.296875,,,,,,,,900000,
00:30:00.000-07:00,00:45:00.000-07:00,,16.296875,,,,,,,,900000,
00:45:00.000-07:00,01:00:00.000-07:00,,16.296875,,,,,,,,900000,
01:00:00.000-07:00,01:15:00.000-07:00,,16.296875,,,,,,,,900000,
01:15:00.000-07:00,01:30:00.000-07:00,,16.296875,,,,,,,,900000,
01:30:00.000-07:00,01:45:00.000-07:00,,16.296875,,,,,,,,900000,
01:45:00.000-07:00,02:00:00.000-07:00,,16.296875,,,,,,,,900000,
02:00:00.000-07:00,02:15:00.000-07:00,,16.296875,,,,,,,,900000,
02:15:00.000-07:00,02:30:00.000-07:00,,16.296875,,,,,,,,900000,
02:30:00.000-07:00,02:45:00.000-07:00,,16.296875,,,,,,,,900000,
02:45:00.000-07:00,03:00:00.000-07:00,,16.296875,,,,,,,,900000,
03:00:00.000-07:00,03:15:00.000-07:00,,16.296875,,,,,,,,900000,
03:15:00.000-07:00,03:30:00.000-07:00,,16.296875,,,,,,,,900000,
03:30:00.000-07:00,03:45:00.000-07:00,,16.296875,,,,,,,,900000,
03:45:00.000-07:00,04:00:00.000-07:00,,16.296875,,,,,,,,900000,
04:00:00.000-07:00,04:15:00.000-07:00,,16.296875,,,,,,,,900000,
04:15:00.000-07:00,04:30:00.000-07:00,,16.296875,,,,,,,,900000,
04:30:00.000-07:00,04:45:00.000-07:00,,16.296875,,,,,,,,900000,
04:45:00.000-07:00,05:00:00.000-07:00,,16.296875,,,,,,,,900000,
05:00:00.000-07:00,05:15:00.000-07:00,,16.296875,,,,,,,,900000,
05:15:00.000-07:00,05:30:00.000-07:00,,16.296875,,,,,,,,900000,
05:30:00.000-07:00,05:45:00.000-07:00,,16.296875,,,,,,,,900000,
05:45:00.000-07:00,06:00:00.000-07:00,,16.296875,,,,,,,,900000,
06:00:00.000-07:00,06:15:00.000-07:00,,16.296875,,,,,,,,900000,
06:15:00.000-07:00,06:30:00.000-07:00,,16.296875,,,,,,,,900000,
06:30:00.000-07:00,06:45:00.000-07:00,,16.296875,,,,,,,,900000,
06:45:00.000-07:00,07:00:00.000-07:00,,16.296875,,,,,,,,900000,
07:00:00.000-07:00,07:15:00.000-07:00,,16.296875,,,,,,,,900000,
07:15:00.000-07:00,07:30:00.000-07:00,,16.296875,,,,,,,,900000,
07:30:00.000-07:00,07:45:00.000-07:00,,16.296875,,,,,,,,900000,
07:45:00.000-07:00,08:00:00.000-07:00,,16.296875,,,,,,,,900000,
08:00:00.000-07:00,08:15:00.000-07:00,,16.296875,,,,,,,,900000,
08:15:00.000-07:00,08:30:00.000-07:00,,16.296875,,,,,,,,900000,
08:30:00.000-07:00,08:45:00.000-07:00,,16.296875,,,,,,,,900000,
08:45:00.000-07:00,09:00:00.000-07:00,,16.296875,,,,,,,,900000,
09:00:00.000-07:00,09:15:00.000-07:00,,16.296875,,,,,,,,900000,
09:15:00.000-07:00,09:30:00.000-07:00,,16.296875,,,,,,,,900000,
09:30:00.000-07:00,09:45:00.000-07:00,,16.296875,,,,,,,,900000,
09:45:00.000-07:00,10:00:00.000-07:00,,16.296875,,,,,,,,900000,
10:00:00.000-07:00,10:15:00.000-07:00,,16.296875,,,,,,,,900000,
10:15:00.000-07:00,10:30:00.000-07:00,,16.296875,,,,,,,,900000,
10:30:00.000-07:00,10:45:00.000-07:00,,16.296875,,,,,,,,900000,
10:45:00.000-07:00,11:00:00.000-07:00,,16.296875,,,,,,,1,900000,
11:00:00.000-07:00,11:15:00.000-07:00,,16.296875,,,,,,,2,900000,
11:15:00.000-07:00,11:30:00.000-07:00,,16.296875,,,,,,,,900000,
11:30:00.000-07:00,11:45:00.000-07:00,,16.296875,,,,,,,,900000,
11:45:00.000-07:00,12:00:00.000-07:00,3,16.296875060192406,152.03337001800537,,,0.8241820931434631,0.8241820931434631,0.8241820931434631,247,900000,
