Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Inactive duration (ms),Walking duration (ms)
00:00:00.000-07:00,00:15:00.000-07:00,,16.296876907348633,,,,,,,,900000,
00:15:00.000-07:00,00:30:00.000-07:00,,16.296876907348633,,,,,,,,900000,
00:30:00.000-07:00,00:45:00.000-07:00,,16.296876907348633,,,,,,,,900000,
00:45:00.000-07:00,01:00:00.000-07:00,,16.296876907348633,,,,,,,,900000,
01:00:00.000-07:00,01:15:00.000-07:00,,16.296876907348633,,,,,,,,900000,
01:15:00.000-07:00,01:30:00.000-07:00,,16.296876907348633,,,,,,,,900000,
01:30:00.000-07:00,01:45:00.000-07:00,,16.296876781539662,,,,,,,,900000,
01:45:00.000-07:00,02:00:00.000-07:00,,16.296873649830495,,,,,,,20,900000,
02:00:00.000-07:00,02:15:00.000-07:00,,13.864891195066289,,,,,,,41,765693,
02:15:00.000-07:00,02:30:00.000-07:00,,12.472286699994404,,,,,,,12,688786,
02:30:00.000-07:00,02:45:00.000-07:00,,16.296873092651367,,,,,,,,900000,
02:45:00.000-07:00,03:00:00.000-07:00,,16.296873092651367,,,,,,,,900000,
03:00:00.000-07:00,03:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,
03:15:00.000-07:00,03:30:00.000-07:00,,16.296873092651367,,,,,,,,900000,
03:30:00.000-07:00,03:45:00.000-07:00,,16.296873092651367,,,,,,,,900000,
03:45:00.000-07:00,04:00:00.000-07:00,,16.296873092651367,,,,,,,,900000,
04:00:00.000-07:00,04:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,
04:15:00.000-07:00,04:30:00.000-07:00,,16.296873092651367,,,,,,,,900000,
04:30:00.000-07:00,04:45:00.000-07:00,,16.296873092651367,,,,,,,,900000,
04:45:00.000-07:00,05:00:00.000-07:00,,16.296873092651367,,,,,,,,900000,
05:00:00.000-07:00,05:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,
05:15:00.000-07:00,05:30:00.000-07:00,,16.296873092651367,,,,,,,,900000,
05:30:00.000-07:00,05:45:00.000-07:00,,16.296873092651367,,,,,,,,900000,
05:45:00.000-07:00,06:00:00.000-07:00,,16.296873092651367,,,,,,,,900000,
06:00:00.000-07:00,06:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,
06:15:00.000-07:00,06:30:00.000-07:00,,16.296873092651367,,,,,,,,900000,
06:30:00.000-07:00,06:45:00.000-07:00,,16.296873092651367,,,,1.1989305019378662,1.1989305019378662,1.1989305019378662,,900000,
06:45:00.000-07:00,07:00:00.000-07:00,,16.296873092651367,,,,,,,,900000,
07:00:00.000-07:00,07:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,
07:15:00.000-07:00,07:30:00.000-07:00,,16.296873092651367,,,,,,,,900000,
07:30:00.000-07:00,07:45:00.000-07:00,,16.296873092651367,,,,,,,,900000,
07:45:00.000-07:00,08:00:00.000-07:00,,16.296873092651367,,,,,,,,900000,
08:00:00.000-07:00,08:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,
08:15:00.000-07:00,08:30:00.000-07:00,,16.296873092651367,,,,,,,,900000,
08:30:00.000-07:00,08:45:00.000-07:00,,16.296873092651367,,,,,,,,900000,
08:45:00.000-07:00,09:00:00.000-07:00,,16.296873092651367,,,,,,,,900000,
09:00:00.000-07:00,09:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,
09:15:00.000-07:00,09:30:00.000-07:00,,16.296874552379183,,,,,,,,900000,
09:30:00.000-07:00,09:45:00.000-07:00,,16.296875,,,,,,,,900000,
09:45:00.000-07:00,10:00:00.000-07:00,,16.296875,,,,,,,,900000,
10:00:00.000-07:00,10:15:00.000-07:00,,16.296875,,,,,,,,900000,
10:15:00.000-07:00,10:30:00.000-07:00,,16.296874323299935,,,,,,,,900000,
10:30:00.000-07:00,10:45:00.000-07:00,1,16.29687411579205,26.361133575439453,,,0.3730708956718445,0.4532403349876404,0.2929014563560486,48,900000,
10:45:00.000-07:00,11:00:00.000-07:00,,16.29687411579205,,,,3.6500000953674316,3.6500000953674316,3.6500000953674316,0,900000,
11:00:00.000-07:00,11:15:00.000-07:00,,23.95880689028933,18.2017343044281,,,,,,63,770022,129978
11:15:00.000-07:00,11:30:00.000-07:00,,16.29687485484961,,,,,,,,900000,
11:30:00.000-07:00,11:45:00.000-07:00,3,27.398715594565566,124.27391338348389,,,0.6552856432222391,0.8755252957344055,0.2719799280166626,210,223355,188334
11:45:00.000-07:00,12:00:00.000-07:00,,16.296874699411422,,,,,,,,,
12:00:00.000-07:00,12:15:00.000-07:00,2,13.641458557489276,96.64859199523926,,,9.00305930012957,17.215030670166016,0.5823279619216919,159,305230,17042
12:15:00.000-07:00,12:30:00.000-07:00,,16.296874602261806,1.8829381465911865,,,,,,7,900000,
12:30:00.000-07:00,12:45:00.000-07:00,,16.296874602261806,,,,,,,,900000,
12:45:00.000-07:00,13:00:00.000-07:00,,16.296874222318365,,,,,,,,413670,
13:00:00.000-07:00,13:15:00.000-07:00,,16.29687407167901,,,,,,,,204337,
13:15:00.000-07:00,13:30:00.000-07:00,2,20.670393880978583,72.777616074024,,,0.3732191294125164,0.4907746911048889,0.29214897751808167,157,726328,97570
13:30:00.000-07:00,13:45:00.000-07:00,,12.264267405341212,58.40040404564306,,,0.4082647498340558,0.5200368165969849,0.282440721988678,149,677298,
13:45:00.000-07:00,14:00:00.000-07:00,3,15.532853113856557,131.80566477775574,,,0.39431780747597583,0.6346587538719177,0.2869870662689209,239,662902,45802
14:00:00.000-07:00,14:15:00.000-07:00,,16.296873092651367,,,,,,,,900000,
14:15:00.000-07:00,14:30:00.000-07:00,,16.296873092651367,,,,,,,2,900000,
